0.991187,1.08885e-07,0.00879659,1.6692e-05,
1,1.60999e-11,1.40684e-07,1.85682e-08,
1,5.90527e-10,2.2698e-07,1.31154e-07,
0.999998,3.04436e-09,1.91792e-06,4.61622e-07,
0.99688,5.67895e-08,0.00311022,9.42249e-06,
1,8.05842e-12,1.84829e-09,5.84182e-09,
1,2.55445e-11,4.28421e-08,1.84667e-08,
1,5.51621e-12,1.31478e-09,4.5066e-09,
1,1.64627e-10,9.94667e-08,5.70179e-08,
1,7.51369e-11,5.10559e-09,2.4855e-08,
1,1.37724e-10,1.85699e-07,5.80112e-08,
1,2.60919e-10,1.6058e-08,5.92614e-08,
0.999908,1.86883e-09,9.16605e-05,7.60153e-07,
0.999973,1.48868e-09,2.64683e-05,5.22744e-07,
0.999999,3.96685e-10,5.55653e-07,1.23658e-07,
1,6.85059e-11,3.78531e-07,4.65875e-08,
0.999999,8.50465e-11,4.51949e-07,5.38131e-08,
1,4.6403e-10,9.88799e-08,1.00968e-07,
1,2.36816e-10,9.07362e-08,6.84031e-08,
0.999999,5.17521e-10,8.14505e-07,1.52666e-07,
0.999799,8.92115e-09,0.000199084,1.9945e-06,
0.999999,3.4882e-11,6.20859e-07,3.6896e-08,
0.999931,1.82164e-08,6.67154e-05,2.33691e-06,
1,7.65077e-11,7.0306e-08,3.57154e-08,
0.999991,1.197e-09,9.0889e-06,3.76371e-07,
1,6.4689e-11,3.75404e-08,2.92617e-08,
1,3.69236e-10,6.36698e-08,8.33441e-08,
0.905591,0.000517951,0.0898636,0.00402761,
0.999999,3.0263e-10,8.20128e-07,1.15551e-07,
1,2.11836e-11,1.60911e-08,1.39896e-08,
1,1.50236e-11,1.76705e-07,1.8815e-08,
0.999999,1.55776e-10,1.28234e-06,8.99792e-08,
0.99999,1.75337e-10,9.81497e-06,1.45615e-07,
0.999961,1.39689e-09,3.87526e-05,5.47614e-07,
0.996931,2.27097e-08,0.0030635,5.80503e-06,
1,8.85453e-11,3.68192e-08,3.45334e-08,
0.977382,3.48611e-11,0.0226175,3.87473e-07,
0.995002,0.00013652,0.00381946,0.00104155,
0.999975,2.0147e-10,2.49904e-05,1.90374e-07,
0.999992,1.05659e-10,7.53736e-06,1.07423e-07,
1,1.24682e-10,4.82849e-09,3.89144e-08,
0.998137,2.10385e-07,0.00184557,1.71414e-05,
0.999987,4.00165e-09,1.23486e-05,7.50973e-07,
0.931206,1.93033e-06,0.0686658,0.000126008,
0.611197,0.000124683,0.386634,0.00204399,
0.999982,1.61671e-10,1.81302e-05,1.59563e-07,
0.999999,7.73019e-10,4.7925e-07,1.72088e-07,
0.884046,4.16872e-05,0.115062,0.000850166,
0.999994,9.64873e-12,6.25598e-06,3.29202e-08,
0.999599,3.48404e-07,0.000383873,1.67903e-05,
0.999997,9.66576e-10,3.18613e-06,2.74176e-07,
0.999998,1.3966e-09,2.07059e-06,3.0685e-07,
1,2.02043e-10,1.26868e-08,4.95506e-08,
0.999993,3.53643e-10,6.66493e-06,1.90195e-07,
0.999995,4.54229e-10,4.9908e-06,2.03352e-07,
0.998171,1.54874e-07,0.00181484,1.44364e-05,
1,1.45821e-10,1.88553e-08,4.16045e-08,
0.987892,7.78113e-06,0.0119025,0.000198178,
0.999999,5.51483e-11,4.77146e-07,4.3806e-08,
0.99965,1.69999e-09,0.000349531,9.65972e-07,
1,2.42691e-10,1.4369e-08,5.62888e-08,
0.998211,4.7012e-07,0.00176188,2.66071e-05,
1,1.03328e-11,6.08891e-10,6.51543e-09,
0.983971,8.98916e-08,0.0160115,1.71931e-05,
1,5.84132e-10,5.9618e-08,1.08586e-07,
0.999991,4.31783e-10,8.5335e-06,2.21251e-07,
1,4.72903e-10,2.58345e-07,1.18613e-07,
0.998789,8.71327e-08,0.00120112,9.69525e-06,
0.999999,4.66626e-10,4.49768e-07,1.2969e-07,
1,4.1181e-10,5.25745e-08,8.67594e-08,
1,5.84248e-12,2.38498e-08,7.85341e-09,
0.999802,5.21457e-07,0.000178671,1.86394e-05,
1,3.15248e-10,9.54701e-08,8.07747e-08,
0.943822,3.97558e-05,0.0554196,0.000718978,
1,5.16967e-10,2.8904e-08,9.5661e-08,
1,6.89233e-11,3.18986e-07,4.51606e-08,
0.999811,2.39162e-08,0.000185575,3.30838e-06,
0.999997,1.26928e-09,3.05704e-06,3.13735e-07,
1,4.46202e-11,4.24841e-09,1.75451e-08,
0.999983,3.34207e-09,1.63131e-05,7.20721e-07,
0.999993,9.40425e-10,6.74848e-06,3.13247e-07,
1,2.72934e-10,1.82929e-08,6.13387e-08,
0.999636,4.00226e-11,0.000363938,1.5948e-07,
0.99995,1.44087e-10,5.00373e-05,1.88115e-07,
1,9.99202e-11,3.16671e-07,5.44286e-08,
0.999991,1.59308e-09,8.56597e-06,4.31248e-07,
1,3.0698e-10,3.15074e-08,6.87839e-08,
0.999999,1.08385e-11,9.4052e-07,2.29365e-08,
1,3.9348e-10,7.02435e-08,8.76073e-08,
0.999998,2.01941e-09,1.34824e-06,3.46896e-07,
0.999994,5.6545e-10,5.96405e-06,2.35611e-07,
0.557018,8.97079e-05,0.441203,0.00168976,
1,7.6486e-11,5.82346e-09,2.52523e-08,
1,1.69057e-09,1.52057e-07,2.29041e-07,
1,2.89599e-11,1.47744e-09,1.33507e-08,
0.999931,5.57014e-10,6.86152e-05,3.90074e-07,
1,4.18667e-11,2.27752e-08,2.12991e-08,
1,5.40346e-12,1.50721e-08,6.89223e-09,
0.999194,1.24039e-08,0.000802963,3.17518e-06,
0.999999,3.50699e-11,6.19975e-07,3.69822e-08,
0.999358,2.75635e-07,0.000625193,1.60885e-05,
1,2.82923e-10,1.47306e-07,8.16339e-08,
0.999991,1.57269e-09,8.74546e-06,4.30127e-07,
0.591852,1.29536e-09,0.408144,3.80781e-06,
0.999921,1.18937e-10,7.89137e-05,1.8961e-07,
0.995756,9.38084e-06,0.00405297,0.000182136,
0.999622,5.63847e-08,0.00037172,6.03481e-06,
1,2.29532e-11,2.89706e-08,1.62389e-08,
0.999596,2.02559e-11,0.000403465,1.18894e-07,
0.999995,1.27051e-10,5.20875e-06,1.08689e-07,
1,3.87599e-13,1.01028e-07,2.9692e-09,
1,2.08177e-10,1.19118e-08,5.05544e-08,
0.99992,2.80936e-09,7.88649e-05,9.06319e-07,
1,4.4294e-10,2.20523e-07,1.1146e-07,
1,8.12214e-10,2.07475e-07,1.54599e-07,
0.999983,3.54303e-11,1.68018e-05,7.56063e-08,
0.912596,0.000112931,0.0857931,0.00149779,
0.999748,3.38577e-08,0.000247482,4.22317e-06,
1,2.89091e-11,1.15415e-08,1.55864e-08,
1,2.88607e-10,1.42632e-07,8.20763e-08,
0.999878,5.20444e-11,0.00012171,1.40899e-07,
1,9.94257e-12,2.20469e-09,6.73496e-09,
0.999971,7.0003e-11,2.93104e-05,1.18229e-07,
0.999999,3.50785e-09,4.52542e-07,4.0283e-07,
0.99998,7.00457e-09,1.85237e-05,1.09366e-06,
1,5.73669e-11,1.20453e-08,2.28973e-08,
0.999616,3.04671e-10,0.000383441,4.23713e-07,
1,1.5121e-10,4.21379e-08,4.73433e-08,
0.999999,5.05927e-10,4.26586e-07,1.34151e-07,
1,8.54777e-11,3.84546e-08,3.41232e-08,
1,9.34138e-11,5.34694e-09,2.89596e-08,
1,9.71068e-10,1.42096e-07,1.62654e-07,
0.999384,1.92382e-07,0.000603103,1.30523e-05,
1,1.32838e-10,2.19898e-08,4.0134e-08,
1,3.1257e-14,2.67546e-10,2.50233e-10,
0.972313,4.36381e-07,0.0276407,4.53845e-05,
0.999987,3.68851e-10,1.25929e-05,2.21742e-07,
0.999992,2.44784e-09,7.30557e-06,5.23586e-07,
0.953964,3.52041e-06,0.0458696,0.000163207,
0.980965,1.38037e-06,0.0189543,7.9501e-05,
1,2.43986e-10,1.18392e-07,7.26237e-08,
1,2.77752e-11,6.41647e-09,1.39275e-08,
0.99979,2.8364e-09,0.000209204,1.11877e-06,
0.999943,2.83897e-09,5.58654e-05,8.48388e-07,
0.982985,1.13864e-11,0.017015,2.1689e-07,
